,rand_smi,cano_smi,Class,pIC50
80,C1(=O)N(CC[C@]21CCC[N@@H+]2CCC)[C@@H](C)C(N[C@H]([C@@H](C[NH2+]Cc1cccc(C(C)C)c1)O)Cc1ccccc1)=O,CCC[N@H+]1CCC[C@@]12CCN([C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]Cc1cccc(C(C)C)c1)C2=O,1,7.2596374
81,c12[nH]cc(c1cc(C[C@H]1[C@H](O)[C@H](CS(=O)(C1)=O)[NH2+]Cc1cc(ccc1)C(C)(C)C)cc2)CC(F)F,CC(C)(C)c1cccc(C[NH2+][C@H]2CS(=O)(=O)C[C@@H](Cc3ccc4[nH]cc(CC(F)F)c4c3)[C@@H]2O)c1,1,7.2596374
82,C([C@@H](N(C)C(=O)[C@H](C)NC([C@H](CC(C)C)NC(=O)C[C@H](O)[C@@H](NC(c1cc(cc(C(N[C@H](C)c2ccccc2)=O)c1)N(C)S(C)(=O)=O)=O)Cc1ccccc1)=O)C(=O)N1[C@@H](CCC1)C(=O)OC)c1ccccc1,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,1,7.2426038
83,[NH2+](C[C@H]([C@H](Cc1cc(F)cc(c1)F)NC(=O)C)O)C1(c2cccc(c2)-n2cccn2)CCCCC1,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C1(c2cccc(-n3cccn3)c2)CCCCC1,1,7.2291479
84,NC1N(C([C@](c2cccc(c2)-c2cnccc2)(c2ccncc2)N=1)=O)C,CN1C(=O)[C@@](c2ccncc2)(c2cccc(-c3cccnc3)c2)N=C1N,1,7.221849
85,c1(cccc(c1)[C@@]1(C(N(C(N)=N1)C)=O)c1cscc1)-c1cccnc1,CN1C(=O)[C@@](c2ccsc2)(c2cccc(-c3cccnc3)c2)N=C1N,1,7.221849
86,c1c(cc(cc1C(=O)N[C@@H](c1ccc(F)cc1)C)C(N[C@H]([C@@H]([C@H]1C(N(C)C(C)([NH2+]1)C)=O)O)Cc1ccccc1)=O)N(S(=O)(C)=O)C,C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@@H]2[NH2+]C(C)(C)N(C)C2=O)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,1,7.1487417
87,C[C@H](NC([C@H](CC(C)C)NC(C[C@H](O)[C@@H](NC(=O)[C@@H](N(C)C(=O)[C@H](C(C)C)NC([C@@H](O)C)=O)CCC(=O)N)CC1CCCCC1)=O)=O)C(N([C@@H](C(=O)[O-])CC1CCCCC1)C)=O,CC(C)C[C@H](NC(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC1CCCCC1)C(=O)[O-],1,7.1366773
88,C1(NC(CCc2c(N)nc3c(c2)cc(cc3)-c2ccccc2C)=O)CCCCC1,Cc1ccccc1-c1ccc2nc(N)c(CCC(=O)NC3CCCCC3)cc2c1,1,7.1307683
89,N(C(=O)c1cn(C2CCCC2)c(=O)c(N2CCCC2=O)c1)[C@H]([C@H](O)C[NH2+]Cc1cccc(c1)C(F)(F)F)Cc1ccccc1,O=C(N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]Cc1cccc(C(F)(F)F)c1)c1cc(N2CCCC2=O)c(=O)n(C2CCCC2)c1,1,7.1191864
90,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(OC[C@@H]3F)N)c2)nc1,N#Cc1ccc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)OC[C@@H]3F)c2)nc1,1,7.1135092
91,[C@@]1(c2ccc(cc2)OC(F)F)(c2cccc(c2)C#CCOC)[NH+]=C(N2CC(F)(CN=C21)F)N,COCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)[NH+]=C(N)N3CC(F)(F)CN=C32)c1,1,7.1100001
92,c1c2cc(C(=O)N[C@@H](COC/C=C/C[C@H](c3ccccc3)[NH2+][C@@H]2O)[C@@H](C[NH2+]Cc2cccc(C(C)C)c2)O)cc1C,Cc1cc2cc(c1)[C@@H](O)[NH2+][C@@H](c1ccccc1)C/C=C/COC[C@@H]([C@H](O)C[NH2+]Cc1cccc(C(C)C)c1)NC2=O,1,7.1079054
93,c1([C@@]2(C3CC3)[NH+]=C(C(=N2)C)N)cc(-c2cc(C#CC)cnc2)ccc1,CC#Cc1cncc(-c2cccc([C@]3(C4CC4)N=C(C)C(N)=[NH+]3)c2)c1,1,7.1023731
94,c1ccc(-c2cncnc2)cc1[C@@]1(C(=O)N(C(N)=N1)C)c1cnn(CC)c1,CCn1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1,1,7.09691
95,N#Cc1cccc(-c2cc3[C@@]4(CC(Oc3cc2)(C)C)N=C(N)N(C4=O)C)c1,CN1C(=O)[C@]2(CC(C)(C)Oc3ccc(-c4cccc(C#N)c4)cc32)N=C1N,1,7.0268722
96,c1(cc(C[NH2+]C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2c3c(n(c2)C(=O)N(CCCC)CCCC)cccc3)ccc1)OC,CCCCN(CCCC)C(=O)n1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2ccccc21,1,7.0268722
97,[C@H]12C[C@H]1C[C@]([NH+]=C2N)(c1cc(ccc1F)NC(=O)c1ncc(Cl)cc1)C,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C[C@@H]2C[C@@H]2C(N)=[NH+]1,1,7.0177288
98,c1ccc(C[C@H](NC(=O)c2cc(cc(N(S(=O)(=O)C)C)c2)C(=O)c2ccccc2)[C@H](O)C[NH2+]C2CC2)cc1,CN(c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CC2)cc(C(=O)c2ccccc2)c1)S(C)(=O)=O,1,7.0087738
99,S1(N(C)C[C@@]2(N1c1cc(ccc1)F)CC[N@@H+]([C@H](C2)C)Cc1cc(OC(C)C)c(cc1)O)(=O)=O,CC(C)Oc1cc(C[N@H+]2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)ccc1O,1,7.0
100,c1(-c2ccc(cc2)Oc2cncnc2)ccc(n1Cc1cccc(n1)N)-c1c(cccc1)Cl,Nc1cccc(Cn2c(-c3ccc(Oc4cncnc4)cc3)ccc2-c2ccccc2Cl)n1,1,7.0
101,COc1cccc(C[NH2+]C[C@@H](O)[C@H](Cc2ccccc2)NC([C@@H](CS(=O)(C(CCC)CCC)=O)NC(=O)OCc2ccccc2)=O)c1,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]Cc1cccc(OC)c1,0,6.9507818
102,c1(cc(cc(c1)C(=O)N[C@@H](Cc1cc(cc(F)c1)F)[C@H](O)[C@H]1C[N@H+](CC[NH2+]1)Cc1ccccc1)C(N(CCC)CCC)=O)C,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[N@@H+](Cc3ccccc3)CC[NH2+]2)c1,0,6.9208188
103,[C@@H]1(C(OC)=O)CCCN1C(=O)[C@H](N(C)C([C@H](C)NC([C@@H](NC(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H]1C[C@@H](C[C@@H](NS(C)(=O)=O)C1)C(N[C@@H](C1CCCCC1)C)=O)CC(C)C)=O)=O)CC1CCCCC1,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](CC1CCCCC1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@@H]1C[C@H](NS(C)(=O)=O)C[C@@H](C(=O)N[C@H](C)C2CCCCC2)C1,0,6.8927898
104,C1CC2(CNc3c(F)cc(C[C@@H]4CS(=O)(C[C@H]([NH2+]Cc5cccc(c5)C(C)(C)C)[C@H]4O)=O)cc32)CCC1(F)F,CC(C)(C)c1cccc(C[NH2+][C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c4c(c3)C3(CCC(F)(F)CC3)CN4)[C@@H]2O)c1,0,6.8538718
105,c1ccccc1[C@H]1N(C([C@@H]2C[NH2+]C[C@@]32CCCc2c3cccc2)=O)CC[C@H](C1)c1ccccc1,O=C([C@@H]1C[NH2+]C[C@]12CCCc1ccccc12)N1CC[C@@H](c2ccccc2)C[C@H]1c1ccccc1,0,6.8239088
106,c1(ccc(cc1C[C@@H]1N(CCC)C(=O)OC1)C[C@H]1[C@H](O)[C@H](CS(=O)(=O)C1)[NH2+]Cc1cccc(C(C)C)c1)O,CCCN1C(=O)OC[C@@H]1Cc1cc(C[C@@H]2CS(=O)(=O)C[C@H]([NH2+]Cc3cccc(C(C)C)c3)[C@H]2O)ccc1O,0,6.8239088
107,S1C/C=C/CSC[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C1)[C@H](C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCCCC)O)NC(=O)OC(C)(C)C,CCCCNC(=O)[C@@H](NC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CSC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N1)C(C)C,0,6.8068752
108,c1(OC)ccc([C@]2(C34CC5CC(CC(C5)C4)C3)N=C(N(C)C2=O)N)cc1C,COc1ccc([C@]2(C34CC5CC(CC(C5)C3)C4)N=C(N)N(C)C2=O)cc1C,0,6.7695513
109,Clc1cc2CC(C)(C)[NH+]=C(N[C@@H](Cc3ccccc3)c3nc4ccncc4c([nH]3)=O)c2cc1,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2nc3ccncc3c(=O)[nH]2)=[NH+]1,0,6.7695513
110,C1N(C(=O)CC1)c1cc(NCC)cc(c1)C(N[C@H]([C@@H](C[NH2+]C1CCCCC1)O)Cc1ccccc1)=O,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C2CCCCC2)cc(N2CCCC2=O)c1,0,6.7447276
111,c1(NC(=O)c2ccc(OCC)cn2)ccc(F)c([C@@]2(C)N=C(OCC2(F)F)N)c1,CCOc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)nc1,0,6.7351823
112,C[C@H](O)C(N[C@H](C(N(C)[C@H](C(N[C@H]([C@@H](O)CC(=O)N[C@H](C(=O)N[C@H](C(N(C)[C@@H](C(N1CCC[C@H]1C(OC)=O)=O)CC1CCCCC1)=O)C)CC(C)C)CC1CCCCC1)=O)CCC(=O)N)=O)C(C)C)=O,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](CC1CCCCC1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@@H](NC(=O)[C@H](C)O)C(C)C,0,6.7235384
113,O=C(NCCCC)[C@H](C)C[C@H](O)[C@H]1NC(=O)[C@H](C)NC([C@H]2[C@H](CCC[NH2+]2)SC/C=C/CSC1)=O,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CSC/C=C/CS[C@H]2CCC[NH2+][C@H]2C(=O)N[C@@H](C)C(=O)N1,0,6.7212462
114,C(=O)(c1cc(ccc1)C(=O)N[C@H]([C@H](O)C[NH2+]Cc1cccc(OC)c1)Cc1ccccc1)N(CCC)CCC,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c1,0,6.7212462
115,O=C([C@H](CNC(c1[n-]nnn1)=O)[NH3+])N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)NC[C@](C(=O)Nc1cccc(C([O-])=O)c1)(O)CCc1ccccc1)C(C)C,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])CNC(=O)c1nnn[n-]1)C(C)C)C(=O)NC[C@](O)(CCc1ccccc1)C(=O)Nc1cccc(C(=O)[O-])c1,0,6.7212462
116,FC(F)(F)c1cc(ccn1)[C@]1(c2cccc(F)c2C(N)=[NH+]1)c1cc(c(F)cc1)-c1cncnc1,NC1=[NH+][C@](c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21,0,6.7033348
117,C1(N(C(=N[C@](CCc2cccc(c2)-c2cccc(c2)OC)(C1)C)N)C)=O,COc1cccc(-c2cccc(CC[C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,0,6.6989698
118,O=S(=O)(N(c1cc(C(=O)N[C@@H](c2ccc(F)cc2)C)cc(C(OC[C@@](CO)(Cc2ccccc2)[NH3+])=O)c1)C)C,C[C@@H](NC(=O)c1cc(C(=O)OC[C@@]([NH3+])(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,6.6989698
119,c1c(cccc1C[NH2+]C[C@@H](O)[C@@H](NC(=O)c1cc2c(CC)ccnc2c(c1)N1CCCC1=O)Cc1ccccc1)C(F)(F)F,CCc1ccnc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc12,0,6.6777806
120,NC1OC[C@]2(N=1)c1c(ccc(-c3cc(ccc3F)Cl)c1)Oc1c2cc(cc1)OC,COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cc(Cl)ccc3F)ccc1O2,0,6.5528421
121,c1c(Cl)cc2CC([NH+]=C(c2c1)N[C@@H](Cc1cscc1Br)C(=O)[O-])(C)C,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2cscc2Br)C(=O)[O-])=[NH+]1,0,6.5086384
122,O=C(Nc1cccc([C@@]2(C)[NH+]=C(N)CN(C)C2=O)c1)c1ncc(cc1)Cl,CN1CC(N)=[NH+][C@](C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C1=O,0,6.4894552
123,CN1C(=N[C@](C)(c2cccc(c2)-c2cc(OC)ccc2)CC1=O)N,COc1cccc(-c2cccc([C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1,0,6.4202166
124,c1(N(S(=O)(C)=O)C)cc2cc(c1)C(N[C@@H](COC/C=C/C[C@H](NC2=O)c1ccccc1)[C@@H](C[NH2+]Cc1cccc(c1)C(C)C)O)=O,CC(C)c1cccc(C[NH2+]C[C@@H](O)[C@@H]2COC/C=C/C[C@@H](c3ccccc3)NC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,0,6.3979402
125,c1(cccc(N)n1)Cn1c(ccc1-c1ccccc1Cl)-c1ccc(OCCCC#N)cc1,N#CCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,0,6.3767509
126,N#Cc1cnc(C(=O)Nc2cc([C@]3(N=C(N)OC[C@H]3F)C)c(F)cc2)cc1,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OC[C@H]1F,0,6.3615108
127,c1c(Cl)ccc2c1CC(C)([NH+]=C2N[C@@H](Cc1cscc1-c1cn[nH]c1)C([O-])=O)C,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2cscc2-c2cn[nH]c2)C(=O)[O-])=[NH+]1,0,6.3467875
128,C1C(C)([NH+]=C(c2c1cc(Cl)cc2)N[C@@H](Cc1ccccc1)c1ncc(C#N)c(=O)[nH]1)C,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2ncc(C#N)c(=O)[nH]2)=[NH+]1,0,6.3279023
129,Fc1cc(cc(F)c1)C[C@@H]([C@@H](C[NH2+]C1(c2cc(CC(C)(C)C)cs2)CC1)O)NC(=O)C,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C1(c2cc(CC(C)(C)C)cs2)CC1,0,6.3279023
130,C([C@H](CCSC)NC(=O)CCC(C)C)(N[C@H]([C@@H](O)C[C@H](C(NCCCC)=O)C)CC(C)C)=O,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)CCC(C)C,0,6.2291479
131,Clc1ccccc1-c1scc(-c2ccc(cc2)OCCC)c1CC(NC(=[NH2+])N)=O,CCCOc1ccc(-c2csc(-c3ccccc3Cl)c2CC(=O)NC(N)=[NH2+])cc1,0,6.2291479
132,O[C@H]([C@@H]1C[C@H](C)CCCCCCCC(=O)N[C@H](C(=O)N1)C)C[C@@H](C)C(NCCCC)=O,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1C[C@H](C)CCCCCCCC(=O)N[C@@H](C)C(=O)N1,0,6.2291479
133,c1cc(-c2n(CC(NC(N)=[NH2+])=O)c(cc2)-c2ccc(cc2)NC(=O)c2cc(Br)ccc2)ccc1,NC(=[NH2+])NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccc(NC(=O)c2cccc(Br)c2)cc1,0,6.221849
134,C1N(c2cc(OCCC)cc(C(N[C@H]([C@H](O)C[NH2+][C@H](C(NC3CCCCC3)=O)C)Cc3ccccc3)=O)c2)C(CC1)=O,CCCOc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+][C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1,0,6.2182446
135,C1(C[C@@]2(C(N(C)C(=N)N2)=O)CCC2CCCCC2)CCCCC1,CN1C(=N)N[C@](CCC2CCCCC2)(CC2CCCCC2)C1=O,0,6.2182446
136,C1(C)(Cc2cc(ccc2C(N[C@@H](Cc2c(csc2)CCC)C(=O)[O-])=[NH+]1)Cl)C,CCCc1cscc1C[C@H](NC1=[NH+]C(C)(C)Cc2cc(Cl)ccc21)C(=O)[O-],0,6.2146702
137,[C@@]1([NH+]=C(N)c2nc(sc12)C)(c1ccc(cc1)OC)c1cc(ccc1)-c1cncnc1,COc1ccc([C@]2(c3cccc(-c4cncnc4)c3)[NH+]=C(N)c3nc(C)sc32)cc1,0,6.2006593
138,NC(=[NH2+])NC(Cn1c(-c2ccccc2Cl)ccc1-c1ccc(cc1)Oc1ccc(cc1)C(=O)C)=O,CC(=O)c1ccc(Oc2ccc(-c3ccc(-c4ccccc4Cl)n3CC(=O)NC(N)=[NH2+])cc2)cc1,0,6.154902
139,C([C@H](NC1=[NH+]C(Cc2cc(ccc12)Cl)(C)C)c1[n-]c(on1)=O)c1ccccc1,CC1(C)Cc2cc(Cl)ccc2C(N[C@@H](Cc2ccccc2)c2noc(=O)[n-]2)=[NH+]1,0,6.124939
140,c1cc(F)c(cc1NC(c1ncc(C#N)cc1)=O)[C@]1(N=C(O[C@@H](C(F)(F)F)C1)N)C,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@H](C(F)(F)F)OC(N)=N1,0,6.1101384
141,c1(cccc(c1)C1CC1)C[NH2+][C@H]1CS(=O)(=O)C[C@H]([C@@H]1O)Cc1ccc(O)c(c1)Br,O=S1(=O)C[C@@H](Cc2ccc(O)c(Br)c2)[C@H](O)[C@@H]([NH2+]Cc2cccc(C3CC3)c2)C1,0,6.0222764
142,c1cccc2ccn(CC(N/C(=N/Cc3cc(c(c(Cl)c3)NC(C)=O)Cl)N)=O)c12,CC(=O)Nc1c(Cl)cc(C/N=C(\N)NC(=O)Cn2ccc3ccccc32)cc1Cl,0,5.9956784
143,c1c(C(=O)N[C@H]([C@@H]([C@H]2CN(CC[NH2+]2)C(c2ccccc2)=O)O)Cc2cc(cc(c2)F)F)cc(cc1C)C(=O)N(CCC)CCC,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(C(=O)c3ccccc3)CC[NH2+]2)c1,0,5.939302
144,O[C@H]1[C@@H](CS(C[C@@H]1[NH2+]Cc1cccc(c1)C(F)(F)C)(=O)=O)Cc1cc(F)c(N)c(Br)c1,CC(F)(F)c1cccc(C[NH2+][C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(Br)c3)[C@@H]2O)c1,0,5.8632793
145,c1(cc(C(=O)N[C@@H](c2ccc(F)cc2)C)cc(c1)OS(=O)(=O)Cc1ccccc1)OCC(NCCCCC[NH3+])=O,C[C@@H](NC(=O)c1cc(OCC(=O)NCCCCC[NH3+])cc(OS(=O)(=O)Cc2ccccc2)c1)c1ccc(F)cc1,0,5.8538718
146,c1ccc(cc1)[C@]1(C(N(C)C(=N1)N)=O)C12CC3CC(C2)CC(C3)C1,CN1C(=O)[C@@](c2ccccc2)(C23CC4CC(CC(C4)C2)C3)N=C1N,0,5.8153086
147,C1c2cccc(c2)C[C@]([NH3+])(C)C(OCc2cc(nc(c2)CC[C@@H](C1)C)N(S(C)(=O)=O)C)=O,C[C@@H]1CCc2cccc(c2)C[C@@](C)([NH3+])C(=O)OCc2cc(nc(N(C)S(C)(=O)=O)c2)CC1,0,5.7447276
148,C(c1ccccc1)[C@@H]([C@@H](C[NH2+][C@@H](C)C(NC1CCCCC1)=O)O)NC(c1cc(S(=O)(=O)CCCCC)ccc1)=O,CCCCCS(=O)(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+][C@@H](C)C(=O)NC2CCCCC2)c1,0,5.7447276
149,C1[C@@H]([N@H+](CC[C@@]21CN(S(=O)(N2c1cc(ccc1)F)=O)C)Cc1cccc(OC(C)C)c1)C,CC(C)Oc1cccc(C[N@H+]2CC[C@@]3(C[C@@H]2C)CN(C)S(=O)(=O)N3c2cccc(F)c2)c1,0,5.6197886
150,N(c1ccc(C[NH+]2CCC3(CC2)N(c2cccc(c2)F)C(N=C3NC2CCCCC2)=O)cc1)C(=O)C,CC(=O)Nc1ccc(C[NH+]2CCC3(CC2)C(NC2CCCCC2)=NC(=O)N3c2cccc(F)c2)cc1,0,5.5528421
151,O(C)c1ccc(cc1)[C@]1(c2cccc(-c3c(F)nccc3)c2)N=C(N)OC1,COc1ccc([C@@]2(c3cccc(-c4cccnc4F)c3)COC(N)=N2)cc1,0,5.545155
152,c1ccncc1-c1cc([C@]2([NH+]=C(N)[C@H](OC)C2)c2ccc(cc2)OC)ccc1,COc1ccc([C@@]2(c3cccc(-c4cccnc4)c3)C[C@@H](OC)C(N)=[NH+]2)cc1,0,5.4948502
153,O=[N+](c1cc(c(OC)cc1)C[C@@H](c1ccc(c(F)c1)OC)c1nc([nH]c1)N)[O-],COc1ccc([C@H](Cc2cc([N+](=O)[O-])ccc2OC)c2c[nH]c(N)n2)cc1F,0,5.4948502
154,C(c1ccccc1)[C@H](NC(=O)[C@@H]1CCC[C@H](C(NC(C)=O)(C)C)C1)[C@H](C[C@@H](C)C(NCCCC)=O)O,CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCC[C@H](C(C)(C)NC(C)=O)C1,0,5.4317985
155,c1cccc(c1)-c1n(c(cc1)-c1ccccc1)CC(NC(N)=[NH2+])=O,NC(=[NH2+])NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccccc1,0,5.4317985
156,O=C1[C@@]2(C[C@@H]([NH2+]C2)C(=O)O[C@@H]2c3cc(ccc3S(=O)(=O)CC2)Br)c2ccccc2N1,O=C(O[C@H]1CCS(=O)(=O)c2ccc(Br)cc21)[C@H]1C[C@]2(C[NH2+]1)C(=O)Nc1ccccc12,0,5.3979402
157,c12[nH]ccc1ccc(-c1ccc(c(c1)CNc1cccnc1N)OCc1ccccn1)c2,Nc1ncccc1NCc1cc(-c2ccc3cc[nH]c3c2)ccc1OCc1ccccn1,0,5.3767509
158,c1c(C[NH2+]C[C@H](O)[C@H](Cc2cc(cc(c2)F)F)NC(c2cc(C(N(CCC)CCC)=O)cc(c2)C)=O)cc(OC)cc1,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)c1,0,5.3665314
159,c1c(cc(cc1)-c1cc(ccc1)OC)[C@@H]1C[C@@H]1c1nc(N)n(C)c(=O)c1,COc1cccc(-c2cccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)c2)c1,0,5.3372421
160,c1(ccc(c(Br)c1)C#N)COC(=O)[C@H]1C[C@]2(c3c(cccc3)NC2=O)C[NH2+]1,N#Cc1ccc(COC(=O)[C@H]2C[C@]3(C[NH2+]2)C(=O)Nc2ccccc23)cc1Br,0,5.2034259
161,c1cc(-c2cccc(c2)Cl)cc(c1)[C@@]1(C)[NH+]=C(N)CCO1,C[C@]1(c2cccc(-c3cccc(Cl)c3)c2)[NH+]=C(N)CCO1,0,5.2006593
162,C(NC(Nc1ccc(C#N)cc1)=O)c1ccc(cc1)CN1C(N[C@](C)(CC(C)C)C1=O)=N,CC(C)C[C@@]1(C)NC(=N)N(Cc2ccc(CNC(=O)Nc3ccc(C#N)cc3)cc2)C1=O,0,5.154902
163,C1(CNC(=O)C[C@H](CC)n2c3c(nc2N)cc(Cl)cc3)CCCCC1,CC[C@@H](CC(=O)NCC1CCCCC1)n1c(N)nc2cc(Cl)ccc21,0,5.154902
164,c1c(OC)ccc([C@@]2([NH+]=C(N)CC2)c2cc(-c3cncnc3)ccc2)c1,COc1ccc([C@@]2(c3cccc(-c4cncnc4)c3)CCC(N)=[NH+]2)cc1,0,5.1023731
165,C1C2CC3CC(C(C1C3)NC(=O)C[C@@H](n1c(nc3cc(ccc31)Cl)N)CC)C2,CC[C@@H](CC(=O)NC1C2CC3CC(C2)CC1C3)n1c(N)nc2cc(Cl)ccc21,0,5.0506101
166,c1c(cccc1CNc1cccnc1N)-c1cc2[nH]ccc2cc1,Nc1ncccc1NCc1cccc(-c2ccc3cc[nH]c3c2)c1,0,5.0409584
167,n1cc(cc(c1)Cl)-c1cccc([C@]23N=C(N)O[C@@H]3CCCC2)c1,NC1=N[C@@]2(c3cccc(-c4cncc(Cl)c4)c3)CCCC[C@H]2O1,0,4.9281178
168,N#Cc1ccc(cc1)COC([C@H]1C[C@@]2(C(Nc3ccccc32)=O)C[NH2+]1)=O,N#Cc1ccc(COC(=O)[C@H]2C[C@]3(C[NH2+]2)C(=O)Nc2ccccc23)cc1,0,4.91364
169,c1(n(c(cc([C@@H]2[C@@H](C2)c2ccc(-c3cc(ccc3)C)cc2)n1)=O)C)N,Cc1cccc(-c2ccc([C@@H]3C[C@@H]3c3cc(=O)n(C)c(N)n3)cc2)c1,0,4.767004
170,N1(C)C(=O)C[C@@](NC1=N)(C)[C@H]1[C@@H](C1)c1ccccc1,CN1C(=N)N[C@](C)([C@@H]2C[C@H]2c2ccccc2)CC1=O,0,4.7447276
171,c12ccccc1NC([C@]12C[C@@H]([NH2+]C1)C(O[C@H]1CCSc2ccc(Br)cc21)=O)=O,O=C(O[C@H]1CCSc2ccc(Br)cc21)[C@H]1C[C@]2(C[NH2+]1)C(=O)Nc1ccccc12,0,4.6458917
