,rand_smi,cano_smi,CT_TOX
149,c1cc(NC(c2c(ccc(Cl)c2)O)=O)c(Cl)cc1[N+]([O-])=O,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,0
150,c1(C([C-]2C(CCCC2=O)=O)=O)ccc(C(F)(F)F)cc1[N+](=O)[O-],O=C1CCCC(=O)[C-]1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],0
151,Clc1cncc(c1NC(=O)c1ccc(c(OCC2CC2)c1)OC(F)F)Cl,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,0
152,c1c(-c2c(cc(cc2)F)F)cc(c(O)c1)C(=O)[O-],O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1O,0
153,c1c(cc(O)c(O)c1)C[C@H]([NH3+])C(=O)[O-],[NH3+][C@@H](Cc1ccc(O)c(O)c1)C(=O)[O-],0
154,c1c(ccc(O)c1O)CC[NH3+],[NH3+]CCc1ccc(O)c(O)c1,0
155,Clc1c(ccs1)COC(Cn1cncc1)c1ccc(Cl)cc1Cl,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,0
156,c1(C(NS(=O)(=O)c2ccc(Br)s2)=O)c(cc(cc1)Cl)Cl,O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl,1
157,c1c(Cl)cc(c(/C(Cn2ccnc2)=N\OCc2ccc(cc2Cl)Cl)c1)Cl,Clc1ccc(CO/N=C(/Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0
158,Clc1c(ccc(Cl)c1)COC(Cn1cncc1)c1c(cc(cc1)Cl)Cl,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0
159,c1cc(Oc2ccc(cc2Cl)Cl)c(cc1Cl)O,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,0
160,n1cnn(c1)CC(Cn1cncn1)(O)c1c(cc(F)cc1)F,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0
161,O=C([O-])c1c(c2cc(F)c(nc2n(c1)-c1c(cc(cc1)F)F)N1C[C@@H]2[C@@H]([C@H]2[NH3+])C1)=O,[NH3+][C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)[O-])cn4-c3ccc(F)cc3F)C[C@@H]12,0
162,C(=O)(c1c(ccc(N)c1)O)[O-],Nc1ccc(O)c(C(=O)[O-])c1,0
163,[O-]C(c1ccc(N)cc1O)=O,Nc1ccc(C(=O)[O-])c(O)c1,0
164,Ic1cc(C[C@@H](C([O-])=O)[NH3+])cc(I)c1Oc1cc(I)c(O)cc1,[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-],0
165,C(Oc1c(C(=O)NCC2[NH2+]CCCC2)cc(OCC(F)(F)F)cc1)C(F)(F)F,O=C(NCC1CCCC[NH2+]1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,0
166,C(C1(C(O)=O)CCC1)(O)=O.N.N.[Pt],N.N.O=C(O)C1(C(=O)O)CCC1.[Pt],1
167,c1cc(NCC[NH2+]CCO)c2c(C(=O)c3c(c(ccc3[O-])[O-])C2=O)c1NCC[NH2+]CCO,O=C1c2c([O-])ccc([O-])c2C(=O)c2c(NCC[NH2+]CCO)ccc(NCC[NH2+]CCO)c21,0
168,C(NCCO)CNc1ccc(NCCNCCO)c2c1C(c1c(c(ccc1O)O)C2=O)=O,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,1
169,c12c3c(ccc1C[C@H]1[NH+](CC4CC4)CC[C@]42[C@H](C(CC[C@@]14O)=O)O3)O,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[NH+]3CC2CC2)[C@H]1O5,0
170,C1CC(C[NH+]2CC[C@@]34[C@H]5Oc6c3c(C[C@@H]2[C@@]4(CC[C@@H]5O)O)ccc6O)C1,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)[NH+](CC2CCC2)CC[C@]314,0
171,C([NH+]=C(N)N)c1cc([131I])ccc1,NC(N)=[NH+]Cc1cccc([131I])c1,0
172,c1c(ccc(O)c1)[C@H]1N(C(=O)[C@@H]1CC[C@H](O)c1ccc(cc1)F)c1ccc(cc1)F,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,0
173,Fc1ccc(cc1)[C@@H]1CC[NH2+]C[C@H]1COc1cc2c(cc1)OCO2,Fc1ccc([C@@H]2CC[NH2+]C[C@H]2COc2ccc3c(c2)OCO3)cc1,0
174,N([C@@H]([C@H](O)c1ccc(cc1)[N+](=O)[O-])CO)C([C-](Cl)Cl)=O,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)[C-](Cl)Cl,0
175,c1c([N+](=O)[O-])ccc([C@@H](O)[C@@H](COC(=O)CCC([O-])=O)NC(=O)[C-](Cl)Cl)c1,O=C([O-])CCC(=O)OC[C@@H](NC(=O)[C-](Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,0
176,N#Cc1ccc(C(n2ncnc2)c2ccc(C#N)cc2)cc1,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1
177,Clc1ccc(cc1)C(C[NH3+])CC(=O)[O-],[NH3+]CC(CC(=O)[O-])c1ccc(Cl)cc1,0
178,OC1(CC[NH+](CC1)CCCC(c1ccc(F)cc1)=O)c1ccc(cc1)Cl,O=C(CCC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0
179,n1c([nH]c2NC[C@@H](N(C=O)c2c1=O)CNc1ccc(cc1)C(N[C@H](C(=O)[O-])CCC(=O)[O-])=O)N,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,0
180,C1(CNc2ccc(C(N[C@@H](CCC(=O)[O-])C(=O)[O-])=O)cc2)N(C=O)c2c([nH]c(nc2=O)N)NC1,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,0
181,c1c(NCc2nc3c([nH]c(nc3=O)N)nc2)ccc(C(N[C@@H](CCC([O-])=O)C([O-])=O)=O)c1,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)cnc2[nH]1,0
182,C(C([O-])=O)NC(=O)c1ccc(cc1)N,Nc1ccc(C(=O)NCC(=O)[O-])cc1,0
183,C1(C(=O)C=C/C(C=1)=N/Nc1ccc(cc1)C(=O)NCCC([O-])=O)C(=O)[O-],O=C([O-])CCNC(=O)c1ccc(N/N=C2/C=CC(=O)C(C(=O)[O-])=C2)cc1,0
184,c1(ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCC[NH+]2CCCCC2)cc1)O,O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0
185,c1(O)ccc(cc1)C1c2cc(O)c(O)c(Cl)c2CC[NH2+]C1,Oc1ccc(C2C[NH2+]CCc3c2cc(O)c(O)c3Cl)cc1,0
186,O=C1NC(N(/N=C/c2oc(-c3ccc([N+](=O)[O-])cc3)cc2)C1)=O,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,0
187,c1(C[C@H]([NH3+])C([O-])=O)ccc(N(CCCl)CCCl)cc1,[NH3+][C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)[O-],0
188,c1(C[C@@H](C([O-])=O)[NH3+])ccc(O)cc1,[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-],0
189,C([NH+]1CCCNCC[NH2+]CCCNCC1)c1ccc(C[NH+]2CCCNCC[NH2+]CCCNCC2)cc1,c1cc(C[NH+]2CCCNCC[NH2+]CCCNCC2)ccc1C[NH+]1CCCNCC[NH2+]CCCNCC1,0
190,c1c(S(=O)(N)=O)ccc(C[NH3+])c1,NS(=O)(=O)c1ccc(C[NH3+])cc1,0
191,C(CC[C@@H](C([O-])=O)NC(c1ccc(CCc2c[nH]c3c2c(=O)nc([nH]3)N)cc1)=O)([O-])=O,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1,0
192,c12c(c[nH]c2[nH]c(nc1=O)N)CCc1ccc(cc1)C(N[C@H](C(=O)O)CCC(=O)O)=O,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,1
193,ClCCN(c1ccc(CCCC(=O)[O-])cc1)CCCl,O=C([O-])CCCc1ccc(N(CCCl)CCCl)cc1,0
194,[NH2+](CCCCc1ccc(cc1)O)C[C@@H](c1ccc(c(O)c1)O)O,Oc1ccc(CCCC[NH2+]C[C@H](O)c2ccc(O)c(O)c2)cc1,0
195,c1ncn(CC(c2c(Cl)cc(cc2)Cl)OCc2ccc(Cl)cc2)c1,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0
196,n1(cncc1)CC(SCc1ccc(Cl)cc1)c1ccc(cc1Cl)Cl,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0
197,c1(S(c2ccc(N)cc2)(=O)=O)ccc(cc1)N,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0
198,NS(=O)(c1ccc(cc1)N)=O,Nc1ccc(S(N)(=O)=O)cc1,0
199,C1[C@H](CNC(c2sc(Cl)cc2)=O)OC(=O)N1c1ccc(N2C(=O)COCC2)cc1,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,0
200,C(NCCCCCCNC(NC(Nc1ccc(cc1)Cl)=[NH2+])=[NH2+])(NC(=[NH2+])Nc1ccc(cc1)Cl)=[NH2+],[NH2+]=C(NCCCCCCNC(=[NH2+])NC(=[NH2+])Nc1ccc(Cl)cc1)NC(=[NH2+])Nc1ccc(Cl)cc1,0
201,[O-]S(CNc1ccc(S(c2ccc(cc2)NCS([O-])=O)(=O)=O)cc1)=O,O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1,0
202,c1cc(O)ccc1O,Oc1ccc(O)cc1,0
203,Clc1ccc(OCC(O)COC(=O)N)cc1,NC(=O)OCC(O)COc1ccc(Cl)cc1,0
204,c1cc(SC(P([O-])(=O)[O-])P(=O)([O-])[O-])ccc1Cl,O=P([O-])([O-])C(Sc1ccc(Cl)cc1)P(=O)([O-])[O-],0
205,c1c(C([O-])=O)cncc1,O=C([O-])c1cccnc1,0
206,c1(cnccc1)C(N)=O,NC(=O)c1cccnc1,0
207,O=P(C(Cc1cccnc1)(P([O-])(=O)[O-])O)([O-])[O-],O=P([O-])([O-])C(O)(Cc1cccnc1)P(=O)([O-])[O-],0
208,C1CC(N2C(=O)c3c(C2=O)cccc3N)C(NC1=O)=O,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,1
209,c1cccc2c1C(N(C2=O)C1CCC(NC1=O)=O)=O,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,1
210,N1(C2C(=O)NC(CC2)=O)C(=O)c2c(c(N)ccc2)C1,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,1
211,C(N1CCN(c2cccc(Cl)c2Cl)CC1)CCCOc1ccc2c(NC(=O)CC2)c1,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1
212,c1oc(CNc2cc(c(S(N)(=O)=O)cc2C([O-])=O)Cl)cc1,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,0
213,C(\c1ccc([N+]([O-])=O)o1)=N/N1CC(NC1=O)=O,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,0
214,O=[N+]([O-])c1oc(/C=N/N2C(=O)OCC2)cc1,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,0
215,c1cc(oc1/C=N/NC(N)=O)[N+](=O)[O-],NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,0
216,C1CCC12C(O[Pt]OC2=O)=O,O=C1O[Pt]OC(=O)C12CCC2,0
217,C1(CCC(NC1=O)=O)N1C(c2c(C1)c(N)ccc2)=O,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,0
218,O(c1cccc2c1c(cc(o2)C(=O)[O-])=O)CC(COc1cccc2c1c(=O)cc(C(=O)[O-])o2)O,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1,0
219,c1(c(O)c2c(cccn2)c(Cl)c1)Cl,Oc1c(Cl)cc(Cl)c2cccnc12,0
220,c1nc2c(cc1)c(cc(I)c2O)Cl,Oc1c(I)cc(Cl)c2cccnc12,0
221,C1C([NH2+]CCC1)C(c1cc(nc2c(C(F)(F)F)cccc21)C(F)(F)F)O,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCC[NH2+]1,0
222,c1c(ccc(c1)Cl)[C@H]1CC[C@H](C2C(=O)c3ccccc3C(C=2[O-])=O)CC1,O=C1C([O-])=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,0
223,[nH]1cc(c2c1ccc(C#N)c2)CCCC[NH+]1CCN(CC1)c1ccc2c(c1)cc(o2)C(N)=O,N#Cc1ccc2[nH]cc(CCCC[NH+]3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,0
224,C1(=O)O[C@@](C(F)(F)F)(C#CC2CC2)c2c(ccc(Cl)c2)N1,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,0
225,c1([nH]c2cc(ccc2o1)Cl)=O,O=c1[nH]c2cc(Cl)ccc2o1,0
226,OC(C[NH2+]CC(C1Oc2c(CC1)cc(F)cc2)O)C1CCc2c(ccc(c2)F)O1,OC(C[NH2+]CC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,0
227,c1c(ccc2c1sc(n2)N)OC(F)(F)F,Nc1nc2ccc(OC(F)(F)F)cc2s1,0
228,C1CCC(CC1)n1nnnc1CCCCOc1cc2c(NC(=O)CC2)cc1,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,0
229,c1ncn(c1)CC(OCc1csc2c(Cl)cccc21)c1c(cc(Cl)cc1)Cl,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,0
230,c1cc2c(nc1)C(c1c(CC2)cc(Cl)cc1)=C1CC[NH2+]CC1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CC[NH2+]CC1,0
231,C1c2cccc3C(=O)N(C[C@@H](CC1)c32)[C@@H]1C[NH+]2CCC1CC2,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1C[NH+]2CCC1CC2,0
232,c1(O)cccc2c1nccc2,Oc1cccc2cccnc12,0
233,N[C@@H]1CCCC[C@H]1[NH3+],N[C@@H]1CCCC[C@H]1[NH3+],0
234,c1c(Cl)ccc(c1)C(C(Cl)Cl)c1c(Cl)cccc1,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,0
235,C(O)(=O)c1c(cccc1)C(=O)NCCC[C@@H](C(=O)O)NC(c1ccc(cc1)NCc1nc2c(nc(nc2nc1)N)N)=O,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,1
236,c1c(cc2c(NC(=O)C(N=C2c2ccccc2Cl)O)c1)Cl,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,0
237,Oc1c(cccc1)-c1nc(n(n1)-c1ccc(C([O-])=O)cc1)-c1c(cccc1)O,O=C([O-])c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,0
238,c1cccc(Cl)c1C1=NCC(=O)Nc2c1cc(cc2)[N+](=O)[O-],O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,0
239,c1(C2c3c(N(C(CN=2)=S)CC(F)(F)F)ccc(c3)Cl)ccccc1F,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,0
240,[NH+]1(Cc2c(scc2)CC1)Cc1ccccc1Cl,Clc1ccccc1C[NH+]1CCc2sccc2C1,0
241,O=C(Cc1c(Nc2c(cccc2Cl)Cl)cccc1)[O-],O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,0
242,[O-]C(=O)Cn1c(nnn1)SCC1CS[C@@H]2[C@H](NC(=O)Cc3ccccc3C[NH3+])C(=O)N2C=1C([O-])=O,[NH3+]Cc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3CC(=O)[O-])CS[C@H]12,0
243,[NH3+]CC1(CC([O-])=O)CCCCC1,[NH3+]CC1(CC(=O)[O-])CCCCC1,0
244,N(\c1ccccc1)=N/c1ccc(nc1N)N,Nc1ccc(/N=N/c2ccccc2)c(N)n1,0
245,c1(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@@H](c2ccccc2)O)C3=O)C([O-])=O)n(nnn1)CS(=O)(=O)[O-],O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,0
246,O=C(N[C@H]1[C@H]2CCC(=C(N2C1=O)C([O-])=O)Cl)[C@H]([NH3+])c1ccccc1,[NH3+][C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Cl)CC[C@H]12)c1ccccc1,0
247,c1ccc(cc1)[C@@H](N1CC[NH+](CCOCC([O-])=O)CC1)c1ccc(cc1)Cl,O=C([O-])COCC[NH+]1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0
248,c1ccc([C@H]2c3c(CCN2C(=O)O[C@@H]2C4CC[NH+](CC4)C2)cccc3)cc1,O=C(O[C@H]1C[NH+]2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,0
249,c1c([C@H]2CN3C(=[NH+]2)SCC3)cccc1,c1ccc([C@H]2CN3CCSC3=[NH+]2)cc1,0
250,C1CN(CC[NH+]1CCOCC([O-])=O)C(c1ccccc1)c1ccc(Cl)cc1,O=C([O-])COCC[NH+]1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0
251,c1cccc(c1)C(N1CC[NH+](CCOCCO)CC1)c1ccc(Cl)cc1,OCCOCC[NH+]1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0
252,c1(CC[NH+]2CC[C@@H](C(c3ccccc3)(c3ccccc3)C(N)=O)C2)cc2CCOc2cc1,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CC[NH+](CCc2ccc3c(c2)CCO3)C1,0
253,c1ccccc1C(C(OC1CC2[N+]3(C(C1)CC2)CCCC3)=O)(O)c1ccccc1,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,0
254,c1c(C(c2ccccc2)(c2ccccc2Cl)n2ccnc2)cccc1,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,0
255,O=C(N)C[S@](C(c1ccccc1)c1ccccc1)=O,NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,0
256,S(=O)(C(c1ccccc1)c1ccccc1)CC(N)=O,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,0
257,C([NH+]1CCCC1)CC(c1ccccc1)(O)C1CCCCC1,OC(CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1,0
258,C1C2C=CC1CC2C(CC[NH+]1CCCCC1)(c1ccccc1)O,OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,0
259,C1C(CCC1)C(c1ccccc1)(CC[NH+]1CCCCC1)O,OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CCCC1,0
260,c1cccc(C(O)(C2CCCCC2)CC[NH+]2CCCCC2)c1,OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CCCCC1,0
261,c1ccc(cc1)C(O)(CCC[NH+]1CCCCC1)c1ccccc1,OC(CCC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,0
262,c1c(C(COC(N)=O)COC(N)=O)cccc1,NC(=O)OCC(COC(N)=O)c1ccccc1,0
263,O=C(c1ccccc1)[O-],O=C([O-])c1ccccc1,0
264,c1(ccccc1)C(c1n2CCC(C(=O)[O-])c2cc1)=O,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-],0
265,c1(C(=O)c2cccc(c2N)CC(N)=O)ccccc1,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,0
266,O=C(NC(Cc1ccc(cc1)O)C(=O)Nc1ccc(cc1)C([O-])=O)c1ccccc1,O=C([O-])c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,0
267,N(CC([O-])=O)C(=O)c1ccccc1,O=C([O-])CNC(=O)c1ccccc1,0
268,c1c(cccc1)C(=O)OOC(=O)c1ccccc1,O=C(OOC(=O)c1ccccc1)c1ccccc1,0
269,c1ccccc1C1(NC(=O)N(C1=O)COP([O-])(=O)[O-])c1ccccc1,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)([O-])[O-],0
270,C1(c2ccccc2)(c2ccccc2)C(NC(=O)N1)=O,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0
271,c1ccc(cc1)C(c1ccccc1)(C#N)CC[NH+]1CCC(c2ccccc2)(C([O-])=O)CC1,N#CC(CC[NH+]1CCC(C(=O)[O-])(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,0
272,n1c2nc(N)c(nc2c(nc1N)N)-c1ccccc1,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0
273,[NH+]1=C(OC(c2ccccc2)C1=O)N,NC1=[NH+]C(=O)C(c2ccccc2)O1,0
274,c1ccc2c(C(C(C2=O)c2ccccc2)=O)c1,O=C1c2ccccc2C(=O)C1c1ccccc1,0
275,c1cc(ccc1)-c1c(-c2ccccc2)nc(CCC([O-])=O)o1,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,0
276,c1cccc(C2C[C@H]2[NH3+])c1,[NH3+][C@@H]1CC1c1ccccc1,0
277,N1c2c(C(c3ccccc3)=NC(C(=O)[O-])C1=O)cc(cc2)Cl,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,0
278,C1(O)C(=O)Nc2c(cc(Cl)cc2)C(c2ccccc2)=N1,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,0
279,C(CN1c2c(cc(cc2)Cl)C(c2ccccc2)=NCC1=O)(F)(F)F,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,0
280,c1ccccc1C1=NCC(N(CC2CC2)c2ccc(cc21)Cl)=O,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,0
281,c1c2c(C(=NCc3n-2cnn3)c2ccccc2)cc(Cl)c1,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,0
282,C1N(C([C@H]2NC([C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc3ccccc3)NC([C@@H](NC(=O)CCSSC2)Cc2ccc(O)cc2)=O)CCC(=O)N)CC(=O)N)=O)=O)[C@H](C(=O)N[C@@H](C(NCC(=O)N)=O)CCCNC(=[NH2+])N)CC1,NC(=[NH2+])NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,0
283,c1c(cccc1)CC(=O)[O-],O=C([O-])Cc1ccccc1,0
284,C(N)(NC(Cc1ccccc1)=O)=O,NC(=O)NC(=O)Cc1ccccc1,0
285,c1cccc(CC2NCC[NH+]=2)c1,c1ccc(CC2=[NH+]CCN2)cc1,0
286,C1SSCC(C(N2C(CCC2)C(=O)NC(CCC[NH+]=C(N)N)C(NCC(N)=O)=O)=O)NC(C(CC(N)=O)NC(=O)C(CCC(=O)N)NC(C(NC(C(Cc2ccc(O)cc2)NC(C1[NH3+])=O)=O)Cc1ccccc1)=O)=O,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCC[NH+]=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,0
287,C(C(NCC(N)=O)=O)(CCCC[NH3+])NC(=O)C1CCCN1C(=O)C1CSSCC([NH3+])C(NC(C(NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(NC(CC(=O)N)C(=O)N1)=O)=O)Cc1ccc(O)cc1)=O,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C([NH3+])CSSCC(C(=O)N2CCCC2C(=O)NC(CCCC[NH3+])C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,0
288,S1(=O)(=O)c2c(NC(N1)Cc1ccccc1)cc(C(F)(F)F)c(S(=O)(N)=O)c2,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,0
289,C([C@H](CCc1ccccc1)[NH2+][C@H](C(=O)N1CCC[C@H]1C([O-])=O)CCCC[NH3+])(=O)[O-],[NH3+]CCCC[C@H]([NH2+][C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-],0
290,C([O-])(=O)CCCc1ccccc1,O=C([O-])CCCc1ccccc1,0
291,c1cc(CCCCOCCCCCC[NH2+]CC(O)c2ccc(O)c(CO)c2)ccc1,OCc1cc(C(O)C[NH2+]CCCCCCOCCCCc2ccccc2)ccc1O,0
292,c1ccccc1CCNN,NNCCc1ccccc1,0
293,[NH+]1=C(NCC1)CN(c1ccccc1)Cc1ccccc1,c1ccc(CN(CC2=[NH+]CCN2)c2ccccc2)cc1,0
294,N1(Cc2ccccc2)C2C(N(Cc3ccccc3)C1=O)C1CCC[S+]1C2,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,0
295,c1ccccc1COC(c1ccccc1)=O,O=C(OCc1ccccc1)c1ccccc1,0
296,c1c(O)ccc(c1)OCc1ccccc1,Oc1ccc(OCc2ccccc2)cc1,0
297,O=C([O-])CN(C(C(=O)[O-])COCc1ccccc1)CCN(CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],O=C([O-])CN(CCN(CC(=O)[O-])C(COCc1ccccc1)C(=O)[O-])CC[NH+](CC(=O)[O-])CC(=O)[O-],0
298,O=S(N)(c1cc2S(=O)(N=C(Nc2cc1Cl)CSCc1ccccc1)=O)=O,NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O,0
