,rand_smi,cano_smi,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
123,C(CCCCCCCCC(=O)OC)CCCC,CCCCCCCCCCCCCC(=O)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,n1ccc(N)c(N)c1,Nc1ccncc1N,,,,,,,,0.0,,0.0,,
125,C(C)CCCCC(O)C,CCCCCCC(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,CO[Si](OC)(CCC)OC,CCC[Si](OC)(OC)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,C1CCC(C(=C1C)CC=O)(C)C,CC1=C(CC=O)C(C)(C)CCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,C(NCCN)CNCCN,NCCNCCNCCN,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,C1[C@H]2[C@H]([C@H]3[C@](C1)([C@@H](O)CC3)C)CC[C@@]13[C@]2(C)CC(C#N)=C([C@H]3O1)O,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,1.0
130,CCCC1OC(OC1)(c1c(cc(Cl)cc1)Cl)Cn1cncn1,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
131,c1c(C)ccc(c1N)N,Cc1ccc(N)c(N)c1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0
132,N(CCCCC)CCCCC,CCCCCNCCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,C(OC)C(C)O,COCC(C)O,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,c1cccc2Oc3ccccc3Sc12,c1ccc2c(c1)Oc1ccccc1S2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
135,C1(C)CN1,CC1CN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,c1c(CC)cnc(c1C(=O)O)C1NC(C(N=1)(C(C)C)C)=O,CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,C(N)C(=O)CCC(O)=O,NCC(=O)CCC(=O)O,,,,,,,,,,0.0,,
138,C(n1cncc1)C(OCc1c(cccc1Cl)Cl)c1ccc(cc1Cl)Cl,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,0.0,,,1.0,0.0,,0.0,,0.0,1.0,0.0,
139,c1(Oc2ncc(Cl)cc2Cl)ccc(Oc2ncc(Cl)cc2Cl)cc1,Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
140,c1ccc2c(c3c([nH]2)cccc3OCC(O)CNCCOc2ccccc2OC)c1,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
141,ClCOCCl,ClCOCCl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,OC(C)CNCC(C)O,CC(O)CNCC(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,C[C@]12[C@H](C[C@H]([C@H]3[C@@H]4CC[C@H]([C@@H](CCC([O-])=O)C)[C@]4([C@H](C[C@@H]31)O)C)O)C[C@H](O)CC2,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,C1[C@@H](O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@H]([C@@H]3CC=C12)C[C@@H](C#N)[C@@H]4C(C)=O,CC(=O)[C@H]1[C@H](C#N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
145,O[As](=O)(c1ccc(cc1)[N+]([O-])=O)O,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
146,C(C)OC(C1C(O1)c1ccccc1)=O,CCOC(=O)C1OC1c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
147,c1(ccccc1)NO,ONc1ccccc1,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0
148,O=CC(c1ccccc1)=O,O=CC(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
149,I[Cu],[Cu]I,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0
150,C(C(CCCC)CCC(CC(C)C)OS(=O)([O-])=O)C,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,c1(ccc(c(c1)Cl)CCl)Cl,ClCc1ccc(Cl)cc1Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
152,OC(=O)CCCCCCCCC(O)=O,O=C(O)CCCCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,C(C)CCCCCC(=O)OC,CCCCCCCC(=O)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,CC(O)COCC(O)C,CC(O)COCC(C)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,c1c(c(C)ccc1C(C([O-])=O)=O)C,Cc1ccc(C(=O)C(=O)[O-])cc1C,,,,,,,,0.0,,0.0,,
156,c1ccc(cc1)Cn1nc(c2c1cccc2)OCC(=O)[O-],O=C([O-])COc1nn(Cc2ccccc2)c2ccccc12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,n1c(C)[nH]cc1,Cc1ncc[nH]1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,O(c1c2c(sc1C(=O)Nc1nnn[n-]1)ccc(c2)OC)C(C)C,COc1ccc2sc(C(=O)Nc3nnn[n-]3)c(OC(C)C)c2c1,0.0,,0.0,1.0,,0.0,1.0,,0.0,0.0,,
159,c1cc(C2(O)CCN(CC2)[C@@H]2COc3cc(ccc3[C@@H]2O)O)ccc1F,Oc1ccc2c(c1)OC[C@@H](N1CCC(O)(c3ccc(F)cc3)CC1)[C@H]2O,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,,0.0
160,c1cc(Oc2ccc(S(=O)(=O)N(C3(C(=O)NO)CCCC3)CCC(O)=O)cc2)ccc1F,O=C(O)CCN(C1(C(=O)NO)CCCC1)S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
161,c1cc(ccc1Oc1ccc(F)cc1)S(NC1(C(=O)NO)CCOCC1)(=O)=O,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
162,C1[C@@H](C)N(c2ccnc(n2)[C@@H](C)O)[C@@H](C)CN1c1nc(nc(n1)C)C,Cc1nc(C)nc(N2C[C@@H](C)N(c3ccnc([C@@H](C)O)n3)[C@@H](C)C2)n1,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
163,c12c(cccc2)sn([C@H](C(=O)O)[C@@H](C)CC)c1=O,CC[C@H](C)[C@@H](C(=O)O)n1sc2ccccc2c1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
164,c1c(c(C(C)(C)C)cc(CO)c1C)SC1C(O[C@](C(C)C)(CC=1O)CCc1ccc(N)cc1)=O,Cc1cc(SC2=C(O)C[C@@](CCc3ccc(N)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1CO,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
165,O=C1c2c(N=C(c3ccc(cc3)O)CN1)c(nn2CC)C,CCn1nc(C)c2c1C(=O)NCC(c1ccc(O)cc1)=N2,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
166,[O-]P(=O)(OCC([C@@]1([C@@]2([C@@H](CC1)[C@H]1[C@@H]([C@]3(CCC(C=C3CC1)=O)C)[C@H](C2)O)C)O)=O)[O-],C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],1.0,1.0,0.0,,1.0,,0.0,,0.0,,0.0,0.0
167,Clc1cc2c(Oc3ccccc3[C@H]3[C@H]2CN(C)C3)cc1,CN1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1,,,,,,,,0.0,,0.0,,
168,O([C@H]1[C@H](OC(C)=O)[C@@H](N(C)C)C[C@H](O1)C)[C@H]1[C@@H](C)C[C@]2(CO2)C(=O)[C@H](C)[C@@H](OC(=O)C)[C@@H](C)[C@@H](C)OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C)[C@@H](OC)C2)[C@@H]1C,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
169,CO[Si](C)(OC)C,CO[Si](C)(C)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,c1cc(ccc1Cl)C(O)(C)c1ccc(Cl)cc1,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0
171,CN(C(Nc1ccc(Oc2ccc(Cl)cc2)cc1)=O)C,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
172,O=C(C)c1ccccc1O,CC(=O)c1ccccc1O,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Clc1ccc(c(Cl)c1CC(=O)O)Cl,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
174,O=C(O)c1cccc(n1)Cl,O=C(O)c1cccc(Cl)n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
175,C(CCCCCCCC)C=O,CCCCCCCCCC=O,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0
176,c1cc(ccc1C(C)(C)C)C,Cc1ccc(C(C)(C)C)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,C(Br)Br,BrCBr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,c1(cc(cc(c1)Cl)Cl)N,Nc1cc(Cl)cc(Cl)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,CCCCCCCCCC(O)=O,CCCCCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
180,c1(c(cc([N+]([O-])=O)cc1C(C)(C)C)C(C)(C)C)O,CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,0.0,,0.0,,,,0.0,,,,1.0,
181,O.O.O.O.O.O.O=[N+]([O-])[O-].[Mg+2].[O-][N+](=O)[O-],O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mg+2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,S(=O)(=O)(OCCCCCCCCC)[O-],CCCCCCCCCOS(=O)(=O)[O-],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,c1c(C(=O)O)ccc(C=O)c1,O=Cc1ccc(C(=O)O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
184,C(CCl)(Cl)CC,CCC(Cl)CCl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,c1c(cccc1)C(C)(O)C,CC(C)(O)c1ccccc1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
186,C1CCNC1=O,O=C1CCCN1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Clc1c(cccc1)CCl,ClCc1ccccc1Cl,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
188,[N+](c1cc(ccc1[N+](=O)[O-])C)(=O)[O-],Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
189,C1C(CCCC1)(C#N)N=NC1(CCCCC1)C#N,N#CC1(N=NC2(C#N)CCCCC2)CCCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,C(OCCOC(C=C)=O)(C=C)=O,C=CC(=O)OCCOC(=O)C=C,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,
191,C(CC)C[P+](CCCC)(CCCC)CCCC,CCCC[P+](CCCC)(CCCC)CCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
192,N#CCc1cccc(C(F)(F)F)c1,N#CCc1cccc(C(F)(F)F)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
193,c1ccc(OC)cc1Br,COc1cccc(Br)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,C(CCNC)CCCCC,CCCCCCCCNC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,O1C(CC)OC(COc2ccc(Oc3ccccc3)cc2)C1,CCC1OCC(COc2ccc(Oc3ccccc3)cc2)O1,0.0,,1.0,,1.0,0.0,0.0,,0.0,,,0.0
196,O=C(C1=C(C)OCCS1)Nc1ccccc1,CC1=C(C(=O)Nc2ccccc2)SCCO1,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
197,c12CC(C)(C)Oc2c(ccc1)OC(=O)N(C)SN(CCCC)CCCC,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,0.0,0.0,1.0,,1.0,0.0,,0.0,0.0,1.0,,0.0
198,CN(C)C(=O)n1c(C)cc(n1)OC(N(C)C)=O,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,c1(c(c2c(c(c1)Br)ccc(n2)C)O)Br,Cc1ccc2c(Br)cc(Br)c(O)c2n1,0.0,0.0,1.0,0.0,,0.0,,,1.0,1.0,1.0,
200,c1(cc2oc(c(c(=O)c2c(c1)O)O)-c1ccc(cc1)O)O,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0
201,O(CC(O)C)c1ccccc1,CC(O)COc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,N1(CCCl)CCCOP1(=O)NCCCl,O=P1(NCCCl)OCCCN1CCCl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,C(C=C)(C)=C,C=CC(=C)C,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,C(O)(C)C,CC(C)O,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
205,c1ccc(cc1NC(=O)OC(C)C)Cl,CC(C)OC(=O)Nc1cccc(Cl)c1,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0
206,N(C(OC(C)C)=O)c1ccccc1,CC(C)OC(=O)Nc1ccccc1,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,c1(ccc2OCOc2c1)C=CC,CC=Cc1ccc2c(c1)OCO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,C(CC(CCC)C([O-])=O)C,CCCC(CCC)C(=O)[O-],0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,n12cc(C(=O)O)c(c3cc(F)c(N4CCN(CC4)C)c(c23)OCC1C)=O,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,c12c(cc(c(c1cccc2)OC(=O)C)C)OC(=O)C,CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,0.0,0.0,1.0,,,0.0,,,0.0,,,1.0
211,C(C)N(/C(NC)=C/[N+]([O-])=O)Cc1cnc(Cl)cc1,CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,C1CC(C(C)C)C(CC1C)OC(c1c(N)cccc1)=O,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,
213,Clc1ccc(c(C(=O)c2ccccc2)c1)O,O=C(c1ccccc1)c1cc(Cl)ccc1O,0.0,0.0,,1.0,,,0.0,,0.0,0.0,1.0,0.0
214,O1[C@](O)([C@@H](O)[C@H]([C@@H](C1)O)O)CO,OC[C@]1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,C(c1ccc(C)cc1)=C1C2CCC(C1=O)C2(C)C,Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
216,C(C(C)C)[P+](C)(CC(C)C)CC(C)C,CC(C)C[P+](C)(CC(C)C)CC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,O([C@@H]1C[C@H]2[C@@]3([C@H](CC[C@]42CC(=C)[C@H]1C4)[C@](CCC3)(C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C)[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)OC1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO,C=C1C[C@]23CC[C@H]4[C@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]2OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,C(CCCC)CCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,0.0,,,1.0,,,,,,,1.0,
219,c1(C(OCC(CCCC)CC)=O)ccc(C(=O)OCC(CC)CCCC)cc1C(OCC(CCCC)CC)=O,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,n1(c(=O)n(CCO)c(n(CCO)c1=O)=O)CCO,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
221,O=P(Oc1cc(C)cc(C)c1)(Oc1cc(cc(c1)C)C)Oc1cc(C)cc(c1)C,Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
222,O(P(=O)(OC(CCl)CCl)OC(CCl)CCl)C(CCl)CCl,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
223,C1OC1Cn1c(n(CC2OC2)c(=O)n(CC2OC2)c1=O)=O,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
224,S(c1cc2cc(cc(N)c2c(c1N=Nc1c(cc(cc1)-c1ccc(N=Nc2c(c3c(cc2S(=O)([O-])=O)cc(S(=O)([O-])=O)cc3N)O)c(c1)C)C)O)S(=O)([O-])=O)(=O)([O-])=O,Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(N)c2c1O,0.0,0.0,,,,0.0,0.0,,,,,0.0
225,Oc1ccc(C(O)=O)c(O)c1,O=C(O)c1ccc(O)cc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,[O-][N+](=O)c1ccc(O)c2C(=O)c3c(c([N+](=O)[O-])ccc3O)C(=O)c12,O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,0.0,,,,,,,1.0,,,1.0,
227,C1(C)(Nc2c(cccc2)C(C)=C1)C,CC1=CC(C)(C)Nc2ccccc21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
228,c1(oc2cc(O)cc(O)c2c(c1)C)=O,Cc1cc(=O)oc2cc(O)cc(O)c12,0.0,0.0,1.0,0.0,,0.0,,,0.0,,1.0,
229,CC(CNCC(C)C)C,CC(C)CNCC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,C1CCCC(C1=O)(NC)c1ccccc1Cl,CNC1(c2ccccc2Cl)CCCCC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
231,c1(C)c(OCC(CNCCOc2ccc(cc2)C(N)=O)O)cccc1,Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
232,Oc1ccc2c3c(=O)oc4c(c3oc2c1)ccc(O)c4,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,0.0,0.0,1.0,,1.0,,,,1.0,,1.0,0.0
233,c1oc2c(c(cc(c2)O)O)c(c1-c1ccc(cc1)OC)=O,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0.0,,1.0,,1.0,1.0,,1.0,1.0,0.0,,
234,c1(-c2cc(c3c(cc(cc3O)O)o2)=O)ccccc1,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,,1.0,
235,c1c(O)c2c(oc(-c3ccc(cc3)O)cc2=O)cc1O,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.0,0.0,1.0,,1.0,1.0,,1.0,1.0,0.0,1.0,1.0
236,Oc1cc(cc(c1C(CCc1ccc(O)cc1)=O)O)O,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,,,,,1.0,1.0,,1.0,0.0,0.0,1.0,
237,N1(CCC(CC1)N(c1ccccc1)C(=O)CC)CCc1ccccc1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
238,C(CC(=O)c1ccc(cc1)-c1ccccc1)C(O)=O,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
239,c1ccc(c(Cl)c1Cl)C1C(=C(C)NC(C)=C1C(=O)OCC)C(OC)=O,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0.0,,,,0.0,,0.0,1.0,0.0,,,
240,O=C(OCC(c1ccccc1)COC(N)=O)N,NC(=O)OCC(COC(N)=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,C(F)(c1cc(ccc1)CC(C)NCC)(F)F,CCNC(C)Cc1cccc(C(F)(F)F)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
242,C(=O)(OC)c1ccc(cc1C1NC(C)(C(C)C)C(=O)N=1)C,COC(=O)c1ccc(C)cc1C1=NC(=O)C(C)(C(C)C)N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,S=P(OCC)(NC(C)C)Oc1ccccc1C(OC(C)C)=O,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0
244,N(C(C)(C)C)c1nc(nc(NC2CC2)n1)SC,CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,1.0,0.0
245,C1C[C@@H]2[C@]3(C)C(=CC(CC3)=O)CC[C@H]2[C@H]2[C@@]1(C)[C@H](CC2)C(=O)CO,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,1.0,1.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
